osmid,x,y
480793033,73.3717469,54.9227924
480793036,73.3711165,54.9242824
480793038,73.3714467,54.9240963
480793046,73.3773883,54.9230686
480793050,73.3763456,54.9203508
480793053,73.3739804,54.9206833
480793057,73.3757039,54.9231171
480793059,73.3667697,54.9210059
480793060,73.3759556,54.9195822
480793063,73.377152,54.9202196
480793065,73.3692208,54.9205535
480793071,73.3739063,54.9173812
480793073,73.3715961,54.9201901
480793076,73.3706213,54.9194805
480793077,73.3734276,54.9199312
480793079,73.3730825,54.9191893
480793080,73.3722586,54.9184224
480793082,73.375527,54.9188089
480793085,73.3710923,54.9178382
480793087,73.3705724,54.9195117
480793088,73.3693634,54.9189579
480793090,73.367318,54.9178788
480793092,73.3727878,54.9167338
480793093,73.3706775,54.9156301
480793094,73.3685889,54.9148613
480793095,73.3660478,54.9145086
480793097,73.3634883,54.9145399
480793100,73.3658275,54.9200198
480793103,73.3683541,54.9183638
480793104,73.3717397,54.9161583
480793106,73.3747414,54.9141625
480793107,73.3700231,54.9172657
480793109,73.3689962,54.9167368
480793110,73.3710638,54.9194824
480793112,73.3730847,54.9179266
480793116,73.3742865,54.9190215
480793117,73.3675209,54.9162024
480793118,73.3657784,54.9159255
480793120,73.3639951,54.9159638
480793123,73.3651134,54.9192833
480793126,73.3655743,54.9166863
480793128,73.3642402,54.9167278
480793129,73.3616549,54.9156138
480793131,73.3637266,54.9152258
480793132,73.3659215,54.9152008
480793134,73.3680175,54.9155617
480793136,73.3698085,54.9161831
480793137,73.3669576,54.9169171
480793138,73.3680492,54.9173541
480793139,73.3643959,54.9175212
480793140,73.3635981,54.9176882
480793142,73.3653217,54.9175435
480793143,73.3664527,54.9175641
480793145,73.3604006,54.9142851
480793146,73.3631601,54.9137306
480793148,73.3661801,54.9137209
480793149,73.3691515,54.914161
480793151,73.3716323,54.9150819
480793152,73.363508,54.9122359
480793157,73.3706347,54.9122813
480793159,73.371691,54.9109559
480793161,73.377836,54.9109618
480793164,73.3772368,54.9125435
480793167,73.3704198,54.9145931
480793176,73.3634608,54.911492
480793178,73.3666648,54.9114835
480793179,73.3688001,54.9121847
480793181,73.3702431,54.9127245
480793184,73.3736862,54.9136769
480793187,73.372651,54.9143739
480793207,73.3712158,54.9137962
480793210,73.3698507,54.9132876
480793215,73.3684081,54.9128122
480793217,73.36653,54.9122352
480793223,73.3672822,54.9138684
480793229,73.3690958,54.9115427
480793232,73.369421,54.9108768
480793234,73.3697413,54.9101954
480793237,73.3700879,54.909509
480793239,73.3704796,54.9087521
480793242,73.3708095,54.9080279
480793253,73.3738711,54.9083185
480793256,73.3610793,54.9108872
480793258,73.3634562,54.9107374
480793261,73.3668072,54.9107344
480793264,73.3707168,54.9121341
480793266,73.3604601,54.9099943
480793268,73.3634383,54.9099673
480793269,73.367026,54.9099767
480793271,73.3711633,54.9116103
480793272,73.3744909,54.9131121
480793275,73.3753,54.9125979
480793276,73.3672103,54.9092006
480793277,73.3634284,54.9092149
480793278,73.3599091,54.9093065
480793283,73.3634059,54.9084392
480793284,73.3673708,54.9084516
480793287,73.3721601,54.9102883
480793290,73.3761857,54.9120701
480793292,73.3784047,54.9131018
480793295,73.3742045,54.911207
480793298,73.3764421,54.9097171
480793303,73.3786845,54.9118089
480793316,73.3739252,54.9076695
480793322,73.3770358,54.9114936
480793324,73.3750613,54.9106143
480793327,73.3727466,54.9096205
480793330,73.3675582,54.9076904
480793332,73.3634141,54.9076749
480793334,73.3590431,54.9077312
480793341,73.3790639,54.9127654
480793353,73.3783536,54.9109278
480793359,73.3758976,54.9100953
480793361,73.3732805,54.9089688
480793371,73.3557419,54.9075024
480793378,73.3711595,54.9076287
480793379,73.3717009,54.9077421
480793381,73.3773917,54.9076471
480793383,73.3793321,54.907561
480793385,73.3777863,54.9093515
480793386,73.3746079,54.9084041
480793387,73.3737205,54.9085063
480793537,73.3796488,54.9083505
480793540,73.3802457,54.9097908
480793543,73.3808432,54.9113208
480793545,73.3812004,54.9122492
480793548,73.3775528,54.9087819
480793551,73.3811051,54.9080482
480793562,73.3830229,54.9108171
480793563,73.3836362,54.9116684
480793566,73.3850362,54.9103004
480793568,73.3875338,54.9097461
480793581,73.3865399,54.9083316
480793585,73.3836246,54.9082211
480793587,73.3778749,54.9095541
480793588,73.3799498,54.9090661
480793592,73.3815241,54.9087187
480793594,73.3781365,54.9103013
480793596,73.3820173,54.90939
480793597,73.3841102,54.9089327
480793600,73.3871579,54.9090754
480793602,73.3845862,54.9096291
480793604,73.3825678,54.9101035
480793606,73.3805646,54.9105607
480793608,73.3784047,54.9110753
480793611,73.3857782,54.9117006
480793616,73.3860871,54.911807
480793621,73.3877226,54.911385
480793641,73.390541,54.9101046
480793669,73.3858494,54.9119656
480793672,73.3875086,54.9166548
480793677,73.3860743,54.9127443
480793681,73.3891785,54.9108895
480793683,73.3899658,54.9130233
480793685,73.3905539,54.9146371
480793688,73.3901647,54.9103944
480793695,73.3909968,54.9128715
480793699,73.391639,54.9144898
480793705,73.3893895,54.9147823
480793708,73.3869396,54.9151035
480793710,73.3847893,54.9153512
480793712,73.3836984,54.9154949
480793714,73.3921455,54.9152922
480793716,73.3896742,54.9155972
480793719,73.3872184,54.9158698
480793721,73.3835176,54.9164112
480793731,73.39024,54.9171333
480793740,73.3891082,54.9140101
480793744,73.3866436,54.9143093
480793748,73.383831,54.9146096
480793751,73.3888149,54.9132058
480793756,73.3863641,54.9135436
480793758,73.3840235,54.9137963
480793761,73.3922523,54.9160855
480793764,73.3899377,54.9163208
480793766,73.385322,54.9169183
480793768,73.3831422,54.9171651
480793771,73.3833958,54.9178674
480793773,73.3877266,54.9173878
480793774,73.3844855,54.9145836
480793775,73.3850796,54.9161697
480793776,73.3856287,54.9176039
480793784,73.3846623,54.9192937
480793791,73.3865971,54.9220364
480793793,73.3810307,54.9177456
480793799,73.3815694,54.9160097
480793802,73.3820681,54.9148125
480793805,73.3818265,54.9141286
480793814,73.3828341,54.9161326
480793819,73.3796844,54.9144051
480793822,73.3831806,54.9139539
480793824,73.3838174,54.9130036
480793827,73.3815364,54.9132897
480793830,73.3793889,54.9135808
484078433,73.3573821,54.9204321
484078435,73.358681,54.9188964
484078436,73.3606151,54.9179797
484078450,73.3618215,54.9174653
484078452,73.3583781,54.9205551
484078453,73.3596088,54.9194018
484078454,73.3612386,54.9186359
484078455,73.3594804,54.9208562
484078456,73.3605467,54.9199277
484078457,73.3619401,54.9193251
484078459,73.3615865,54.9189653
484078460,73.3628142,54.9185722
484078462,73.3640568,54.9181837
484078463,73.3606036,54.9211737
484078464,73.3614967,54.92051
484078466,73.3625031,54.9200284
484078467,73.3637648,54.9195792
484078469,73.3602805,54.9224629
484078470,73.3579116,54.9205337
484078485,73.3448829,54.9201867
484078494,73.3526415,54.9219383
484078499,73.3566312,54.9205699
484078506,73.3610364,54.9149586
484162776,73.4029066,54.9741293
484162777,73.4025506,54.9758792
484162867,73.3990408,54.9727309
484756687,73.4150104,55.0072017
484756689,73.4203318,55.0190808
484756691,73.4079016,55.0197444
484756695,73.4439549,55.0200439
484756742,73.4541456,54.9738023
484756748,73.4530308,54.9748913
484756754,73.4481091,54.9733551
484756756,73.4473109,54.9738518
484756768,73.4500346,54.9752767
485549925,73.4136941,54.9677738
485549930,73.4127514,54.96787
485549931,73.412659,54.9683788
485567802,73.4148136,54.9594229
486030298,73.2917052,55.0291345
494771505,73.3813853,54.9549302
494771577,73.3845315,54.9473426
494771578,73.3863385,54.9472063
494771604,73.3758458,54.9464543
494771605,73.3840331,54.9451499
494771606,73.3786096,54.946014
494771775,73.3816532,54.952936
494771779,73.3796863,54.9477392
494771791,73.3844851,54.947015
494771792,73.3828117,54.9470382
494771795,73.3827517,54.9507793
494771803,73.3841584,54.9591758
494771804,73.3822167,54.9564354
494771812,73.3832714,54.9620501
496176404,73.3087141,55.0374297
500683903,73.2796669,54.9928743
501554447,73.3011716,55.0306821
501554449,73.3022988,55.0319492
513558944,73.3188484,55.0147654
513570597,73.3184494,55.0150776
518394345,73.4354134,55.0192895
533703405,73.3026722,55.0323066
537519756,73.2542688,55.0405526
537521180,73.3778032,54.9785467
537521189,73.2749815,55.0306399
537521196,73.260542,55.0311184
582400629,73.4510559,54.9281534
582400977,73.4503087,54.9305794
582401009,73.4521617,54.9292717
584605009,73.2748902,54.9897435
585138606,73.3062513,54.9811273
586358509,73.3089706,54.9754745
586358520,73.3126755,54.9767547
586416960,73.3034622,54.9792396
586416976,73.3071222,54.9772106
586416980,73.3068695,54.9771219
586416990,73.3099137,54.9781904
586417018,73.3108624,54.9785233
586417123,73.3157774,54.979648
589891138,73.2943414,54.9928174
589891371,73.3059349,54.9942743
590036754,73.2551317,54.9942404
590055536,73.2556108,54.9890781
590055549,73.2563086,54.9941757
590055550,73.2562027,54.9935628
590055592,73.2675974,54.9915457
590055604,73.2683313,54.9921382
592262664,73.4351763,54.9284043
592262694,73.4370639,54.9285304
592262722,73.4406517,54.9286487
592262758,73.442461,54.9280204
592262759,73.4421707,54.9279083
592262763,73.4427327,54.9278256
592262802,73.4450191,54.9268436
594879365,73.3013122,55.0202895
594879597,73.3140163,55.0213079
594879604,73.3158189,55.0213181
594879663,73.3170781,55.0236493
594879727,73.3165307,55.0255382
595530921,73.2635052,54.9937718
595530930,73.264233,54.9990078
595530940,73.4353082,54.9727522
595530980,73.4377416,54.9741996
595531035,73.4394335,54.976449
595574435,73.3327863,54.9746125
595574438,73.3615521,54.9695092
595574448,73.3616106,54.9699028
595574454,73.3308477,54.9780487
595574468,73.3556201,54.9782084
595574470,73.3508275,54.9810263
595574507,73.3485418,54.9818322
595574508,73.349383,54.9825798
595574511,73.3493133,54.9814622
595574514,73.3514618,54.9813804
595574515,73.35031,54.9813076
595574516,73.352683,54.9819969
595574536,73.3565374,54.9787254
595691479,73.4470747,54.9244894
595691488,73.4469191,54.9252372
595691500,73.449097,54.9256124
595691525,73.4520354,54.925805
595691568,73.4471752,54.9272707
595691604,73.4547267,54.9261098
597125846,73.4535348,54.9384037
597125864,73.4581112,54.9328972
597143558,73.4416597,54.9375447
597143654,73.4428991,54.9385336
597143732,73.4417909,54.9389723
597143990,73.4441131,54.9384968
597144159,73.4436645,54.9392055
597144175,73.4444987,54.9389844
597144340,73.4462339,54.9398539
597144347,73.446306,54.9382088
598483954,73.4608992,55.0030681
598483996,73.462963,55.0059982
598483997,73.4646079,55.0079275
599173348,73.2523369,55.0135855
599173360,73.2730483,54.9963397
599173363,73.2570357,54.9993327
599510237,73.4344609,54.9415405
599510266,73.4340847,54.9425321
599510267,73.4354436,54.9420064
599510268,73.4352737,54.942509
599510269,73.4349177,54.9422038
599510368,73.4376202,54.9411154
599510544,73.4411175,54.9397103
600034320,73.4462199,54.9435781
600034893,73.4704953,54.9392457
600406628,73.4309848,54.9299703
600674375,73.3934521,54.9786324
601472970,73.2773817,54.9877381
601472971,73.2779934,54.9881928
602950926,73.427554,54.9311861
602950933,73.4283821,54.9314934
602951410,73.4261218,54.9324053
602951429,73.4265617,54.932567
602951430,73.4269699,54.932717
602951465,73.4246761,54.9336529
602951503,73.4257906,54.9331837
602951709,73.4231997,54.9349217
602997968,73.4318687,54.9515515
602999010,73.4346173,54.9520745
604316056,73.3139699,55.0220014
604316058,73.3124131,55.0222905
605219250,73.3189662,55.0307709
605219253,73.3199463,55.0310208
607973179,73.3753183,54.9299152
607973184,73.3813725,54.9333151
607973188,73.3761657,54.9404746
607973191,73.3779495,54.9326435
608985072,73.2877283,54.9939844
608985073,73.2883381,54.9935008
608985074,73.2887588,54.9963872
608985121,73.2786969,54.9983583
608985152,73.2925814,54.9992148
610221048,73.2848226,54.9920298
610221106,73.3814868,54.9983873
612933705,73.4163471,54.9265862
612933706,73.4483289,54.9187746
612933707,73.3639702,54.9885607
612933736,73.3688859,54.9837844
612933737,73.3680391,54.985618
612933738,73.3689918,54.9849722
612933745,73.3863587,54.9861826
612933746,73.4307055,54.9405909
612933748,73.4172865,54.9493838
612933750,73.3955388,54.9688216
612933758,73.3921509,54.984585
612933761,73.4184333,54.9783803
612933763,73.4227133,54.9786322
612933765,73.4242394,54.9787297
612933767,73.4244291,54.9841695
612933770,73.4162817,54.991301
612933771,73.4236766,54.993518
612933780,73.254199,55.0617629
612933786,73.260585,55.0289299
612933788,73.2588056,55.028907
612933791,73.265478,55.0289954
612933793,73.2577187,55.036205
612933798,73.259128,55.0481179
612933801,73.2681506,55.0513777
612933802,73.2625969,55.0584307
612933804,73.4784638,54.9246062
612933807,73.4822028,54.9249527
612933809,73.4901293,54.9256684
615136900,73.4064407,54.9694851
615443295,73.2634977,54.941695
615443299,73.2609565,54.9445792
615443331,73.3856219,54.9115732
615443356,73.4056041,55.0120834
615443362,73.4190872,55.011352
615443365,73.4193491,55.0129119
615443369,73.4148617,55.0115668
615443371,73.4107862,55.011797
615443375,73.4110321,55.013372
615443378,73.4151123,55.0131254
615443381,73.4112816,55.0149619
615443384,73.4115596,55.0164859
615443386,73.4156785,55.0162501
615443389,73.4154101,55.0147317
615443393,73.4120393,55.0195155
615443396,73.4118293,55.0180292
615443398,73.4159214,55.0177765
615443403,73.4199077,55.0160277
615443406,73.4200785,55.0175516
615443409,73.4161699,55.019299
615443413,73.4275798,55.0123683
615443789,73.4231626,55.0349718
616635366,73.4066253,55.0120298
616635368,73.4074091,55.016716
616635369,73.4076669,55.0182996
616635437,73.4300305,55.0188391
616635735,73.4251421,55.0259825
617022651,73.4244805,55.018846
617022653,73.4241156,55.0173179
617022662,73.4289411,55.0169688
617022676,73.4297545,55.0188098
617108045,73.4139294,55.0228349
617108047,73.4165532,55.0197005
617108048,73.4203299,55.0207016
617108049,73.4213981,55.0209811
617108091,73.4238143,55.0217235
617108092,73.4246915,55.0203767
617108098,73.4297582,55.0202179
617108099,73.4277924,55.0228896
617504073,73.4097406,55.000313
617504079,73.4078746,55.0005627
617504080,73.4059992,55.0019697
617504081,73.4072277,55.0024367
617504083,73.4085101,55.0029243
617504085,73.4088993,55.0009888
617504086,73.4102074,55.0014436
617504087,73.4023833,55.0060925
617504090,73.4027349,55.004615
617504091,73.4035524,55.0049275
617504093,73.40414,55.0051507
617504094,73.4053556,55.0056047
617504095,73.4066608,55.006092
617504097,73.4078869,55.0065586
617504159,73.415118,55.0014032
617504160,73.4127476,55.0007232
617504161,73.4124908,55.0010106
617504162,73.411227,55.000642
617504163,73.4126858,55.0023787
617504168,73.4138786,55.0028856
617504169,73.4114664,55.0019158
617504170,73.4110006,55.0038692
617504171,73.4116002,55.0033676
617971661,73.4078804,55.0264809
617971662,73.410249,55.0284494
618028957,73.3733583,55.0308174
618028959,73.397266,55.0258362
618028960,73.3982335,55.025826
618028961,73.3990945,55.0258011
618028974,73.3991848,55.028103
618028975,73.3983079,55.0281171
618028976,73.3973152,55.0281331
618028977,73.3974086,55.0304082
618028978,73.3983855,55.0303935
618028979,73.3992284,55.0303813
618028980,73.3999754,55.0257943
618028981,73.4016273,55.025754
618028982,73.4008182,55.0264187
618028984,73.401824,55.0280687
618028985,73.4008858,55.0280757
618028986,73.4000305,55.0280895
618028987,73.4001002,55.0303684
618028988,73.4009794,55.0303554
618028989,73.401887,55.030342
618029003,73.403488,55.0281455
618029008,73.4057494,55.0272899
618029021,73.4080263,55.0293001
618029022,73.3974628,55.0340206
618029023,73.3984854,55.0326496
618029024,73.3993226,55.0326176
618029025,73.4019766,55.0326428
618029026,73.4003805,55.0326752
618029027,73.4010345,55.0326351
618029040,73.4112777,55.0320782
621219529,73.3347146,55.0118141
621219530,73.3648227,54.9967625
621219536,73.3727563,54.9968814
621219543,73.3854184,54.9880288
621219545,73.3867298,54.9871511
621219553,73.386425,54.9885367
621219569,73.3802227,54.9972276
621219570,73.3824042,54.9948832
621219571,73.3789755,54.9960864
621219573,73.3836012,54.9960221
621219576,73.3648588,54.9988056
621219579,73.3600366,54.9987116
621219582,73.373004,54.9988772
621219583,73.3686546,54.9988358
621772921,73.2685381,54.9510155
621772922,73.2688029,54.9509281
621772925,73.26924,54.9511827
622362065,73.2581539,54.9443899
622362101,73.2626542,54.947855
622362105,73.267402,54.9513237
622362109,73.264065,54.9523427
622362124,73.2690373,54.9485302
622362240,73.3734101,54.9333754
622362243,73.3740058,54.9318726
623914395,73.3382725,54.9457495
623914396,73.3342933,54.94326
623914398,73.3302688,54.9407422
623914399,73.3280932,54.9391884
623983354,73.3290076,55.0317892
623983358,73.3302108,55.0325598
623983448,73.3350997,55.0319126
623983451,73.3419847,55.0339189
626364489,73.3185069,55.0538213
626689836,73.3601772,55.0001915
626689887,73.3592648,55.0275916
628813015,73.3801585,54.9370821
628813019,73.3802809,54.9373701
628813059,73.3816269,54.9371786
630507222,73.3299829,54.9749166
630507244,73.3709597,54.932877
633125566,73.3567817,55.0014665
633125583,73.3599069,55.001943
634181127,73.3722817,54.9931045
634181191,73.3754133,54.9927928
634873786,73.3694031,54.9918988
634873885,73.3722032,54.9925127
637035582,73.4252356,55.0349336
637035760,73.4366205,55.0387272
637035761,73.4417256,55.0387847
638913816,73.2851779,54.9754731
638913819,73.2940568,54.971506
638913836,73.2861535,54.9761394
638913930,73.3155912,54.9841956
639517560,73.2780487,54.9815383
639517561,73.2785304,54.9813029
639517668,73.2804941,54.9826473
639637898,73.3011012,54.9836238
639637907,73.3018289,54.9841148
642933072,73.2852852,55.036608
642933073,73.2852722,55.036757
642933105,73.2850818,55.0421385
642952345,73.3404968,54.9749459
644576182,73.2780119,55.0306769
644576185,73.2775592,55.0306701
644576304,73.2774445,55.0333212
644576305,73.2778973,55.033327
658507652,73.3749101,54.9455568
658507656,73.3779732,54.9447524
658507666,73.3825982,54.9440095
663237195,73.3117774,54.9550911
663237231,73.3176545,54.9573245
663521794,73.2927976,54.9993728
663521795,73.2946141,54.9985303
663562206,73.3481235,54.9403121
663562208,73.3491078,54.9399365
663562238,73.3476417,54.945735
663562262,73.3502307,54.9441653
663562295,73.3533424,54.9438892
663562336,73.3523194,54.9461024
663562337,73.3529335,54.946634
663562361,73.3504073,54.9478952
666705213,73.3391592,55.00522
666705220,73.3400519,55.0054398
666705225,73.3405045,55.0051078
666705877,73.3448062,55.0048621
668468987,73.3786994,54.9735836
668469166,73.384324,54.9759415
669452279,73.2710544,55.0262691
671849732,73.251999,55.0588844
671849737,73.2582731,55.0505531
673461058,73.2578755,55.0505067
673462181,73.3181175,55.0540336
673465043,73.317851,55.0626153
673465162,73.3172952,55.0624844
678253967,73.3834042,54.9779334
678253968,73.3829124,54.9808891
678253969,73.3833252,54.9789351
678369553,73.2542656,55.0565589
678991670,73.2652413,54.9718493
678991724,73.2707935,55.0290804
678991726,73.2587622,55.034851
678991729,73.2834634,55.0290992
679703492,73.2845114,55.0293317
681308156,73.2672862,55.0262089
685042995,73.3896135,54.947075
687168110,73.268845,54.9851907
687168113,73.2691277,54.9853808
688358567,73.3648256,54.9976177
688358713,73.3690762,54.9968395
688358986,73.3690848,54.9976462
688358987,73.3686725,54.9976417
688359047,73.3728568,54.9976909
688483261,73.3564475,54.9900106
688483263,73.3602738,54.9915639
688488684,73.3764826,54.9871003
688488710,73.3748242,54.9860748
688488715,73.3757787,54.9866873
688497638,73.3743384,54.991793
688497674,73.3809324,54.9877368
688497677,73.3786735,54.9886623
688501550,73.3799863,54.9856661
688501552,73.382041,54.9870737
688501555,73.3789446,54.9860619
688501557,73.3801542,54.9870626
688501559,73.3777683,54.9880188
688502815,73.3804614,54.9928792
688502837,73.3804973,54.9925582
688507974,73.4249889,55.0628823
696363696,73.2712496,55.035718
696363697,73.2697456,55.0377818
696363699,73.2730426,55.0386458
696363971,73.277143,55.0413137
696363985,73.2781496,55.0413563
696363987,73.2761207,55.0410445
696364033,73.2802284,55.0387794
696364034,73.2802705,55.0380976
696364036,73.2828525,55.0381239
696364056,73.2801864,55.0394598
696364057,73.2801511,55.0401277
696364058,73.2801164,55.0413519
696364060,73.2801485,55.0407558
696364062,73.282831,55.038803
696364064,73.282811,55.039459
696364065,73.2826497,55.0394835
696364066,73.2826151,55.0401402
696364067,73.2825887,55.04081
696364069,73.2851548,55.0381584
696364070,73.2851854,55.0374607
696364072,73.2896695,55.0409537
696364074,73.2851248,55.0395018
696364075,73.2851301,55.0401722
696364076,73.2851181,55.0408347
696364077,73.2869129,55.0388496
696364079,73.2851381,55.0388382
696364087,73.2906311,55.0382399
696364088,73.2914069,55.0394533
696364091,73.2896279,55.04026
696427708,73.2546696,55.035385
696427716,73.2531468,55.037345
696427717,73.2560351,55.0383484
696427718,73.2561529,55.0382021
696427720,73.2512609,55.0394958
696427721,73.2581851,55.0389274
697305094,73.3058701,55.0349064
697306145,73.2981596,55.0339188
697306154,73.3022547,55.0392431
697311034,73.3021405,55.0303674
697311036,73.3069982,55.028851
697311037,73.3073278,55.029557
697311038,73.3076418,55.0302608
697311040,73.3024901,55.0310168
697311041,73.3029597,55.0315696
697311043,73.3039363,55.0327517
697311045,73.3049824,55.0339442
697311046,73.3054752,55.0344847
697311047,73.3085592,55.0329653
697311049,73.3085656,55.0322622
697311050,73.3082221,55.0315225
697311051,73.3079875,55.0310224
697311054,73.3087681,55.0335425
697311055,73.3062728,55.0353416
697311056,73.3089845,55.0345801
698266950,73.3636112,54.9911771
698266971,73.3577993,54.9930253
698266972,73.3572077,54.9932912
701762180,73.3721586,54.9129673
702366390,73.3195622,55.0402546
702366430,73.3271938,55.0343491
702366433,73.329317,55.0320015
702366468,73.3311907,55.0339672
702366504,73.3236137,55.0361243
702460531,73.2770631,55.0453844
703205085,73.3974922,54.9693067
703680379,73.3925825,54.9693633
706934268,73.3588272,54.9940109
708474203,73.3957216,54.9563503
708474212,73.3960374,54.9563904
708474230,73.396906,54.9533113
708474251,73.3949228,54.9562548
708474351,73.395602,54.9542767
708474414,73.3853123,54.9546143
711387466,73.4099995,54.9832964
714614288,73.3981434,54.9612908
714614371,73.4025188,54.9611213
714614910,73.4063585,54.9616108
717374639,73.3817884,54.9838715
717374757,73.3865711,54.9851891
720547118,73.2712132,54.9907981
720547231,73.2719022,54.9912303
722213722,73.3847814,54.9381122
723907613,73.3778644,54.9950704
726939374,73.3046292,54.9733973
726939395,73.3044698,54.9735386
726939408,73.28717,54.9755965
731804505,73.2836272,54.9960541
731804520,73.2778712,54.9940165
731804523,73.3127175,55.0032306
731804553,73.3329874,54.9857955
731804554,73.3108466,55.0035709
731804589,73.2788616,54.99849
731804598,73.331922,54.9876747
731804599,73.2767307,54.9932509
731804613,73.2995802,54.9966514
731804621,73.3289292,54.9862173
731804642,73.2749468,54.9954533
731804644,73.2799312,54.9795845
731804651,73.2788639,54.9820872
731804660,73.2872903,54.9757168
731804662,73.3423095,54.9856625
731804672,73.3039606,55.0074681
731804679,73.3157955,55.0022267
731804681,73.3354491,54.9835994
731804685,73.3090229,55.0038839
731804714,73.3025958,54.9728854
731804734,73.3392778,54.9819894
731804740,73.3121148,55.0029962
731804754,73.2834139,54.9959214
731804765,73.3356536,54.9836679
731804802,73.3084251,55.003652
731804832,73.3009388,54.9726909
731804842,73.3007622,55.0093793
731804849,73.3377192,54.9814762
731804850,73.3319514,54.9867386
731804851,73.2673361,54.984561
731804853,73.2927354,54.9720494
731910821,73.2899433,55.0122176
731910837,73.2904558,55.0122337
732031975,73.250679,54.975202
732032282,73.2544587,54.9737322
732032831,73.2520634,54.9762926
732033010,73.2511206,54.9749433
732033046,73.2531788,54.9748762
733650156,73.2559902,54.9717418
733650169,73.254288,54.9718373
733650232,73.2509911,54.9767896
733650241,73.2580031,54.9731149
733650300,73.2611178,54.9715129
733650356,73.2561728,54.9736012
733650369,73.2582073,54.9716122
737358867,73.4436632,54.9896147
737358882,73.473196,54.9950965
737359014,73.4807151,54.9965073
737359098,73.47747,54.996981
737359128,73.4546058,54.9997862
737359148,73.4433123,54.9891243
737359258,73.4878013,54.9938489
746912397,73.4348432,54.9750975
746912411,73.4392007,54.9724713
746912428,73.4376528,54.9760007
746912444,73.4683434,54.9911471
746912448,73.4693683,54.9902931
746912453,73.4684946,54.992025
746966514,73.4759273,55.0107043
746966746,73.4547062,55.0033873
746996581,73.3103852,55.0158485
746996625,73.3146356,55.0162853
746996627,73.3159586,55.0175014
746996652,73.3143508,55.0234452
746996670,73.3135072,55.0264174
753304278,73.2714006,54.9537003
757614254,73.4925308,54.9165333
757614256,73.4979531,54.9164704
765589475,73.3875707,54.9997791
765589508,73.3862143,54.9985081
765589548,73.3829172,54.9996633
765589577,73.391944,54.9981918
765589612,73.3886779,54.9975716
765589671,73.3806016,55.0004329
766216782,73.4815342,54.9545732
766216789,73.4812931,54.9555465
766216790,73.4799326,54.9552469
766221528,73.4597333,54.9520593
766221645,73.4605586,54.951045
766247103,73.4726501,54.9587369
766985538,73.3477485,55.0262096
768377455,73.3109801,54.9927209
768377465,73.4418878,55.0134909
768377549,73.4283696,55.0315165
768377551,73.3969415,55.0036955
768377581,73.4321939,55.0190155
768377623,73.3865802,55.0008618
768377636,73.3874018,55.0005629
768377683,73.3931907,55.0049904
768377687,73.3890751,55.0037709
768377746,73.3896732,55.0017262
768377782,73.3944312,54.9982393
768377803,73.3910834,55.0030396
768377835,73.388363,55.0031806
768377855,73.3981456,55.0005568
768377893,73.3884221,55.0021717
768377925,73.3932912,55.0004308
768377945,73.3892027,55.0028359
768377957,73.395202,54.9988936
768377968,73.3921587,55.0040486
768377988,73.3903596,55.0023685
768378000,73.3895893,55.0041995
768378047,73.3975136,55.0014841
768378060,73.394758,55.00175
768378139,73.3908508,55.0052231
768378193,73.4455078,55.0145018
768378261,73.3980303,55.001965
768378269,73.3952965,55.0022249
768378351,73.3986623,54.9992273
768378377,73.3882617,55.0004263
768378418,73.3916241,55.0035374
768378476,73.3980076,55.0046916
768378491,73.3858089,55.0004179
768378512,73.3940253,55.0010836
768378564,73.3926892,55.0045303
768378618,73.3960203,54.9993043
768378639,73.3962032,55.0003027
768378647,73.3844619,54.9991218
768378724,73.3985419,55.0024444
768378788,73.3925216,54.9998129
768378856,73.3972406,54.999929
768378865,73.3990707,55.0029397
768378877,73.3964222,55.0032102
768378940,73.3848439,55.0015187
768378960,73.388966,55.0010699
768378986,73.3988821,55.0009822
768378994,73.3913577,55.0056408
768379042,73.445556,55.0144141
768379044,73.3974554,55.0041757
768379063,73.3911448,54.9985278
768379099,73.3969269,55.0009771
768379126,73.3876039,55.0015703
768379182,73.3996105,55.0013825
768379184,73.4594527,55.0198127
768379197,73.390258,55.0047422
768379258,73.391839,54.9991582
768379339,73.3958332,55.0027252
768430047,73.3578778,55.0067491
768430050,73.359942,55.0066377
768430052,73.3625568,55.0065383
768430054,73.3686155,55.0064609
768430055,73.3713277,55.0064547
768430056,73.3739965,55.0064033
768430061,73.3776864,55.0063444
771641757,73.4413475,55.0341304
771641932,73.4922484,55.0393904
771641998,73.4484236,54.9893124
771642050,73.4890225,55.0439378
771642241,73.448785,54.9893435
771642254,73.4185897,55.0318882
771642290,73.4754809,55.0331801
771642332,73.4182816,55.032717
771642485,73.4686774,55.0366353
771642712,73.4201027,55.0348558
771642732,73.4486381,54.9895228
771642763,73.4484959,54.9897887
771642816,73.4457908,55.0339082
771642843,73.4501384,54.9895804
771643354,73.4485079,54.9896217
771643619,73.4184515,55.0077678
771643628,73.4683704,55.0349946
771643818,73.4882045,55.0440235
771643908,73.4184097,55.032076
771643928,73.4155438,55.005819
771643941,73.4748998,55.0346739
773406288,73.4351203,54.9793146
773452138,73.3828911,54.9996387
775504964,73.3982099,54.9952061
775504969,73.385665,54.991898
775504975,73.3977727,54.9959192
775504998,73.4042837,54.9906293
775505003,73.3876355,54.9936781
775505008,73.3901647,54.9901922
775505017,73.3963534,54.9938688
775505019,73.3990803,54.9936193
775505027,73.4018929,54.9957177
