u,v
858060050,1249784134
858060050,858060161
858060161,5333146448
858060161,858060050
858060161,3116048068
858060161,858060386
858060226,1039315233
858060226,858059710
858060226,1772227852
858060273,410815154
858060273,410808091
858060273,1693888739
858060321,1693888739
858060380,1088801337
858060380,2371512243
858060380,858060386
858060386,2371512227
858060386,858060161
858060386,858060380
862678031,1215910632
862678031,4926286375
862678031,1215911111
863099544,863099582
863099544,737359148
863099544,5309750299
863099579,1305528225
863099579,410368182
863099582,3072844587
863099582,3072850736
863099582,863099544
867818222,1217523104
867818222,867818529
867818222,867818964
867818273,867818690
867818273,1217523104
867818273,867818902
867818335,867819063
867818335,867818676
867818335,5069007987
867818356,731804765
867818356,731804849
867818356,731804734
867818529,867818690
867818529,867818222
867818529,5069007993
867818676,867818335
867818690,867819063
867818690,867818529
867818690,867818273
867818902,867819063
867818902,5069007987
867818902,867818273
867818964,867818222
867818964,731804849
867818964,731804681
867819036,5069007987
867819063,867818335
867819063,867818690
867819063,867818902
870183606,4032362773
870183606,242922150
870183606,411705455
873784336,2010102828
873829598,873829638
873829598,873829626
873829598,2349123329
873829626,242922163
873829626,873829598
873829632,242922163
873829632,873829626
873829638,873829598
873829638,242922947
875670439,688497638
875670439,2392802721
875670439,688497677
878365190,878365745
878365190,878365572
878365190,878365706
878365190,878365269
878365204,878366369
878365204,878365980
878365204,878365747
878365204,878366621
878365228,5358306067
878365228,1261052567
878365228,947872243
878365242,878365980
878365242,878365674
878365242,878366772
878365242,878365249
878365249,878366774
878365249,878365374
878365249,878365242
878365269,878365852
878365269,878366512
878365269,878365190
878365324,878366251
878365324,878365469
878365324,878365723
878365324,878365617
878365347,878365570
878365347,878365823
878365347,878365933
878365347,878366026
878365364,878366315
878365364,618029021
878365364,1768291769
878365364,618029040
878365374,878365249
878365374,878366621
878365374,878365980
878365407,878365726
878365407,878365745
878365407,878365516
878365407,878366398
878365440,878366222
878365440,878365590
878365440,474622849
878365440,878365903
878365469,878365324
878365469,878366026
878365469,878365531
878365481,878366491
878365516,878365407
878365516,878366682
878365516,878366380
878365531,878365617
878365531,878366786
878365531,878365469
878365555,878365674
878365555,878366222
878365555,878365903
878365555,878366772
878365570,878365706
878365570,878365347
878365570,878366614
878365570,878365723
878365572,878365190
878365572,878366369
878365572,878365579
878365572,878366512
878365579,878365723
878365579,878365572
878365579,878366251
878365579,878365706
878365590,878366467
878365590,878365440
878365590,2075916064
878365617,878365747
878365617,878365531
878365617,878365324
878365617,878366540
878365634,1236354521
878365665,878366054
878365665,878365814
878365665,878366261
878365665,878366614
878365667,878366540
878365667,878366222
878365667,878366772
878365667,878366599
878365674,878365242
878365674,878366628
878365674,878365555
878365674,878366774
878365706,878365570
878365706,878366682
878365706,878365190
878365706,878365579
878365722,878366621
878365722,878366512
878365722,878366369
878365723,878366026
878365723,878365579
878365723,878365570
878365723,878365324
878365726,618028959
878365726,878365407
878365726,878366380
878365726,878366531
878365745,878365407
878365745,878365190
878365745,878366537
878365745,878365852
878365747,878365204
878365747,878365617
878365747,878365858
878365747,878366251
878365791,947872243
878365791,947872894
878365791,1261052579
878365814,878365665
878365814,878366477
878365814,878366491
878365814,878365933
878365823,878365347
878365852,878365269
878365852,878365745
878365852,878366398
878365858,878365980
878365858,878366540
878365858,878366772
878365858,878365747
878365903,878366628
878365903,878365440
878365903,878365555
878365903,5358306067
878365933,878366614
878365933,878366747
878365933,878365814
878365933,878365347
878365980,878365204
878365980,878365242
878365980,878365858
878365980,878365374
878366026,878365723
878366026,878365347
878366026,878365469
878366026,878366108
878366054,878365665
878366108,878366026
878366222,878366467
878366222,878365667
878366222,878365440
878366222,878365555
878366251,878366369
878366251,878365324
878366251,878365579
878366251,878365747
878366261,878366491
878366261,618028977
878366261,878365665
878366261,878366380
878366315,878365364
878366315,878366372
878366315,617971662
878366348,618028977
878366348,618029022
878366348,878366491
878366348,618029023
878366369,878365572
878366369,878365204
878366369,878366251
878366369,878365722
878366372,878366315
878366380,878365726
878366380,878365516
878366380,618028976
878366380,878366261
878366398,878366531
878366398,878365407
878366398,878365852
878366467,878366222
878366467,878366599
878366467,878365590
878366477,878365814
878366491,878366261
878366491,878365481
878366491,878366348
878366491,878365814
878366512,878365722
878366512,878365572
878366512,878365269
878366531,878366398
878366531,878365726
878366531,1732771319
878366537,878365745
878366540,878365858
878366540,878366786
878366540,878365667
878366540,878365617
878366599,878366467
878366599,878365667
878366599,878366786
878366614,878365933
878366614,878365665
878366614,878365570
878366614,878366682
878366621,878365374
878366621,878365722
878366621,878365204
878366628,878365674
878366628,824180647
878366628,878366715
878366628,878365903
878366682,878365706
878366682,878365516
878366682,878366614
878366715,878366774
878366715,878366628
878366715,474622837
878366747,878365933
878366772,878365858
878366772,878365242
878366772,878365555
878366772,878365667
878366774,878366715
878366774,878365249
878366774,878365674
878366786,878366540
878366786,878365531
878366786,878366599
887772454,1909489227
887772528,595574454
887772528,630507222
887772528,10568233462
888554922,1178570741
890346216,890347993
890346216,6360122802
890346216,353854860
890346711,1630964017
890346711,658507652
890346711,353837274
890347993,1630964017
890347993,890346216
890347993,353855731
910307390,910307472
910307390,986431972
910307421,910307466
910307421,910307584
910307421,2953795461
910307466,910307421
910307472,345581421
910307478,731804850
910307478,731804621
910307478,3769904550
910307478,910307832
910307584,410814853
910307584,910307421
910307584,410814843
910307760,1260987457
910307760,702366390
910307760,410814837
910307804,702366390
910307832,1262271582
910307832,1262271558
910307832,910307478
927668059,638913836
927668059,6226493613
927668065,4392989207
927668065,590055592
927668071,927668080
927668071,6226493613
927668071,1241638575
927668073,968631536
927668080,638913816
927668080,638913836
927668082,312981395
927668082,305553643
927668082,959460467
929841497,929841724
929841535,410524197
929841613,929842031
929841653,410343288
929841653,929841724
929841653,410592474
929841663,1884744335
929841685,612933748
929841703,2789738884
929841703,210410701
929841703,410505179
929841707,929841768
929841707,2718741986
929841717,410525595
929841724,410592114
929841724,929841497
929841724,929841653
929841768,929841707
929841820,449786247
929841931,449786252
929841938,410533268
929841938,1528064499
929841938,929842066
929842031,929841613
929842031,11499383097
929842031,11626097773
929842066,929841938
929842066,410519297
929842213,1880373703
931449367,410249670
931449441,1472985270
931449441,1419782433
931449441,1222767467
931449441,4182827318
931449570,210410701
931449570,1248190144
931449570,2718698692
932497027,932497219
932497061,623983448
932497061,410177804
932497061,932497445
932497097,1260987458
932497097,440255556
932497168,947872832
932497168,947872276
932497168,947873009
932497178,702366430
932497178,410815419
932497178,702366433
932497219,771642763
932497219,932497027
932497219,2340763843
932497256,932497491
932497256,410368182
932497256,465215465
932497294,947872430
932497294,947872876
932497294,947872802
932497340,947872832
932497400,410815851
932497400,410815857
932497400,944798300
932497445,932497061
932497491,932497256
932497493,1255419224
936832026,936833671
936832026,410367329
936832026,1246523717
936833073,1246524105
936833073,1952014498
936833073,1246523900
936833073,1246523478
936833473,1246523830
936833473,1246523478
936833473,1246523717
936833671,2596231589
936833671,242924697
936833671,936832026
936833671,1246523752
938338844,796832519
938338844,796832541
938338844,938338898
938338898,938338844
940072601,940074033
940072601,241592515
940072601,1259865929
940072601,410183444
940072837,410534545
940072837,410519313
940072837,410519321
940072842,768430061
940072842,474622846
940072842,3846248020
940072842,4111885019
940073098,472791387
940073701,410673838
940073701,940074139
940073701,1261052515
940073812,410183444
940073814,1250710065
940073814,410186216
940073814,940073983
940073840,410375981
940073861,6596131413
940073861,1259864530
940073861,6595981774
940073870,1259865304
940073870,1259864778
940073870,1259865257
940073983,940073814
940073992,410671441
940073992,410709380
940073992,945656775
940074033,940072601
940074033,6645931882
940074033,3846248020
940074033,1259865160
940074139,940073701
940960087,940960089
940960087,2162061345
940960089,940960092
940960091,2162061345
940960091,5726427702
940960091,5726427701
940960092,2162061345
940960092,586358520
941363183,410815154
941363183,410816025
941363183,941363222
941363222,1877272721
941363222,410808091
941363222,941363183
941363239,941363351
941363270,941363294
941363270,941363283
941363283,941363326
941363294,288473100
941363322,2924139627
941363322,941363501
941363326,941363322
941363351,242920864
941363351,410375725
941363351,941363239
941363351,1230489571
941363454,1230489571
941363488,941363270
941363488,941363294
941363501,474622839
941363503,941363270
941363503,927668073
941363619,3128929329
942356626,1780012245
942356626,668468987
942356626,457420124
943165330,708474414
943165330,494771577
943165330,494771795
943165332,494771795
943165332,943165339
943165332,494771779
943165338,943165339
943165338,353856002
943165338,494771604
943165339,943165338
943165339,494771775
943165339,943165332
944798300,932497400
944798300,410814617
944798300,410815828
945655924,410909670
945655924,945656485
945655924,945656306
945655956,1261052615
945655956,1712638185
945655956,410667304
945655962,8289747609
945655962,945656662
945655962,410909670
945655968,410909653
945655968,945656162
945655968,410673828
945655992,945656632
945655992,945656045
945655992,945656188
945656045,945655992
945656045,945656562
945656045,2918234032
945656067,945656321
945656067,945656537
945656067,410909653
945656073,945656720
945656105,945656889
945656105,945656188
945656105,945656355
945656105,945656562
945656109,945656525
945656109,945656464
945656109,945656162
945656130,410909656
945656130,945656714
945656130,945656865
945656162,410909654
945656162,945655968
945656162,410711011
945656162,945656109
945656188,945656105
945656188,945656537
945656188,945656848
945656188,945655992
945656243,945656741
945656243,410909670
945656243,945656662
945656243,945656321
945656288,2918233756
945656288,945656889
945656288,945656889
945656306,945655924
945656318,8289747595
945656318,8289747609
945656318,945656485
945656321,945656067
945656321,945656848
945656321,945656243
945656327,945656662
945656327,945656670
945656327,945656741
945656334,945656525
945656355,945656667
945656355,945656735
945656355,945656105
945656464,945656109
945656464,410909656
945656464,945656865
945656466,410667311
945656466,945656741
945656466,945656670
945656466,945656735
945656485,945655924
945656485,945656720
945656485,945656318
945656525,945656109
945656525,945656334
945656525,410719867
945656537,945656188
945656537,410909654
945656537,945656067
945656537,945656714
945656562,945656045
945656562,2918233756
945656562,945656105
945656632,945656714
945656632,945655992
945656632,945656865
945656662,945656327
945656662,945655962
945656662,945656243
945656667,945656848
945656667,945656355
945656667,945656741
945656670,945656327
945656670,410706626
945656670,945656466
945656714,945656130
945656714,945656632
945656714,945656537
945656720,945656485
945656720,410719865
945656720,945656073
945656735,945656355
945656735,945656889
945656735,945656466
945656741,945656466
945656741,945656243
945656741,945656667
945656741,945656327
945656775,940073992
945656839,1655576173
945656848,945656667
945656848,945656188
945656848,945656321
945656854,410907551
945656865,945656130
945656865,945656464
945656865,945656632
945656876,1655576173
945656889,945656105
945656889,945656288
945656889,945656288
945656889,945656735
947872198,947872405
947872198,947872793
947872198,947872364
947872215,947872879
947872215,4685037039
947872215,474622837
947872215,824180647
947872225,947872470
947872225,947872427
947872225,947872879
947872226,947872430
947872226,2881432175
947872226,947872368
947872243,1261052591
947872243,947872507
947872243,878365791
947872243,878365228
947872259,410371915
947872259,3907633383
947872259,11242833036
947872274,947872333
947872274,947872322
947872274,947872397
947872276,947872394
947872276,947873009
947872276,932497168
947872315,1259865786
947872315,947873081
947872315,947872646
947872322,947872274
947872322,947872430
947872322,1254151749
947872324,1259865617
947872324,1259865570
947872324,827194562
947872324,2143418024
947872331,3907633383
947872331,410177804
947872331,947872368
947872333,947873023
947872333,947872274
947872333,1254151772
947872364,474622843
947872364,947872198
947872364,1261052520
947872368,947872496
947872368,947872331
947872368,947872226
947872370,410181732
947872377,1262271467
947872377,766985538
947872377,1262271298
947872377,1262271304
947872379,947873089
947872394,947872276
947872394,1660098152
947872394,947872802
947872397,947872274
947872402,947872819
947872402,4089901188
947872402,947872715
947872405,947872198
947872405,947872918
947872405,474622843
947872409,5726445996
947872409,947872370
947872409,1056703371
947872427,947872225
947872427,1259865268
947872427,1259865531
947872427,1259865288
947872430,947872322
947872430,932497294
947872430,947872226
947872436,1710896986
947872436,947872894
947872436,947872793
947872445,947873071
947872445,947873075
947872445,5742992728
947872446,3092033961
947872446,827194557
947872446,1259865233
947872446,2289376919
947872452,1254151659
947872452,1254151710
947872452,947872846
947872461,947873075
947872461,1212923531
947872461,472330263
947872470,947872225
947872475,947872876
947872475,2881432175
947872475,410371908
947872477,3090135168
947872496,947872368
947872496,947873023
947872496,3907633223
947872507,947872243
947872507,947872793
947872507,947872894
947872507,947872918
947872533,3907633359
947872544,1254151749
947872547,1259864999
947872547,1809576910
947872547,827194563
947872547,827194562
947872554,1259865551
947872554,4010598384
947872554,1827448288
947872556,1254151772
947872646,1259865007
947872646,1259865585
947872646,947872315
947872646,472330260
947872715,4010598900
947872715,4996810626
947872715,947872402
947872750,4658456614
947872750,4658456619
947872750,241592510
947872793,947872507
947872793,947872198
947872793,947872436
947872802,932497294
947872802,947873009
947872802,947872394
947872819,947872402
947872819,4089901188
947872819,4010598900
947872832,932497168
947872832,7540746932
947872832,932497340
947872846,947872452
947872876,932497294
947872876,947872475
947872876,1660098218
947872876,1660098152
947872879,947873075
947872879,947872225
947872879,947872215
947872879,1259864704
947872894,947872507
947872894,947872436
947872894,878365791
947872918,947872405
947872918,5358306067
947872918,947872507
947872928,1784390063
947872928,1952224368
947872928,1261052540
947872939,947873081
947872939,2481930962
947872939,1660098140
947872939,1660098133
947872996,474622843
947872996,824180647
947872996,4685037039
947872998,4658456619
947872998,241862914
947872998,1261052553
947873009,932497168
947873009,947872802
947873009,947872276
947873009,1254151749
947873023,947873089
947873023,947872333
947873023,947872496
947873071,472330263
947873071,947872445
947873071,465238027
947873075,1259864495
947873075,947872879
947873075,947872445
947873075,947872461
947873081,947872315
947873081,947872939
947873081,472330260
947873089,1254151710
947873089,947873023
947873089,947872379
949543259,453025652
956662800,410376391
956662800,410377027
956662800,582401009
956662827,1761868163
956662827,956663326
956662827,956663224
956663048,2374543642
956663196,1246102605
956663224,956662827
956663224,1246102605
956663224,1761868163
956663288,956663412
956663288,410581951
956663288,966440525
956663326,956662827
956663326,3530026544
956663326,480793145
956663338,410347416
956663412,410609530
956663412,410610769
956663412,956663288
956793573,1024757672
957019496,210321480
957106401,10078998588
957106426,4335017942
957110184,346903692
957110184,346903687
957821140,3957834819
957821140,1558922637
957821140,2160668461
957821911,958024491
957821911,2160668461
957821911,958024581
957821911,958023778
957822382,958024392
957822382,958023753
957822382,1217524128
958023604,958024469
958023604,958023619
958023604,958024200
958023604,958023799
958023619,958023604
958023619,958024122
958023619,958024435
958023651,958024638
958023651,958024474
958023651,958024792
958023709,958024105
958023709,958023851
958023709,958023799
958023753,957822382
958023753,2280838823
958023753,958024792
958023778,2280838822
958023778,958024474
958023778,957821911
958023799,958023604
958023799,958024122
958023799,958023709
958023804,1953990687
958023804,958024833
958023804,958023928
958023851,958024129
958023851,958023709
958023851,958024740
958023851,2280838821
958023856,958024792
958023856,958023949
958023856,958024392
958023901,958023928
958023901,958024740
958023901,958023990
958023928,958024616
958023928,958023901
958023928,3955009885
958023928,958023804
958023949,958023856
958023990,958024078
958023990,958024833
958023990,958023901
958024039,958024491
958024039,958024264
958024039,958024581
958024078,958024129
958024078,958024833
958024078,958023990
958024103,958024662
958024105,958023709
958024105,958024740
958024105,3955009885
958024122,958024197
958024122,958023619
958024122,958023799
958024129,958024144
958024129,958024078
958024129,958023851
958024144,958024758
958024144,958024129
958024144,1558922512
958024144,2280838821
958024197,958024435
958024197,958024662
958024197,958024122
958024200,958024758
958024200,958024668
958024200,958023604
958024221,958024758
958024264,3955009885
958024264,2854390252
958024264,958024039
958024392,957822382
958024392,958023856
958024392,1217524128
958024435,958024197
958024435,958023619
958024435,247149261
958024469,2280838821
958024469,958023604
958024469,958024814
958024474,958023778
958024474,958024581
958024474,958023651
958024491,957821911
958024491,958024616
958024491,958024039
958024561,958024616
958024561,3957834808
958024561,1558922563
958024581,957821911
958024581,958024039
958024581,958024474
958024616,958024561
958024616,958024491
958024616,958023928
958024638,2280838823
958024638,2280838822
958024638,958023651
958024662,958024197
958024662,958024103
958024662,1702468521
958024668,958024200
958024740,958023901
958024740,958023851
958024740,958024105
958024758,958024200
958024758,958024144
958024758,958024221
958024792,958023856
958024792,958023753
958024792,958023651
958024814,958024469
958024833,958024078
958024833,958023990
958024833,958023804
959107071,959107074
959107071,940960091
959107074,959107071
959107074,959107086
959107080,959107074
959107080,586358520
959107081,10568233462
959107081,964665117
959107086,586358509
959107086,726939395
959460444,345587340
959460444,5724175538
959460444,959460456
959460456,959460475
959460456,410173953
959460467,346903682
959460467,346904857
959460467,2352110303
959460475,957106426
959460475,957106426
964665117,2047702293
964665117,178263729
964665177,1003849669
964665177,965573107
965573102,965573107
965573102,940960087
965573107,940960089
966440523,966440525
966440525,966440523
966440525,956663288
966440525,410609530
968546527,2411687914
968631313,5726289595
968631536,9103892675
968631536,5726289595
968631542,9101738514
968631542,981877849
973760803,973760926
973760803,1481032423
973760803,973761061
973760803,1250193097
973760926,615443356
973760926,1250193085
973760926,973760803
973760926,1250193066
973761061,973760803
974468116,1217523956
974468116,771643619
974468116,1250193076
975666578,731804740
975666578,975667183
975666578,731804679
975666978,1470641332
975667183,975666578
975667183,312979724
975667183,731804679
981877849,312978701
981877849,968631542
981995575,981995585
981995577,981995636
981995585,981995721
981995585,696427716
981995585,981995575
981995633,981995721
981995636,696427717
981995636,981995732
981995636,981995577
981995717,696427720
981995717,981995764
981995717,696427716
981995721,981995633
981995721,981995585
981995721,981995764
981995732,2509040511
981995732,981995636
981995732,2468405937
981995764,981995721
981995764,981995717
984958038,985235186
984958038,1083318645
984958038,242922904
985235186,984958038
985394936,2987171676
985394936,1502604204
985394936,410410141
985394959,688502837
985394959,5784468800
985394959,2134537606
986316103,1141787020
986316103,1880384367
986316103,612933802
986431972,986432056
986431972,1355290259
986431980,1355290256
986432056,986431972
986432056,910307472
986432056,8227355295
986432058,1836133955
986432379,478864049
988614689,2342888265
988614689,345683400
988614689,2918405278
999419957,1259865380
999419957,1259864881
999419957,1259864627
999419957,3580486190
1000841732,1634956819
1000841732,10584567450
1002221835,595574448
1002221835,2074396938
1002221835,8561702777
1002417782,410244578
1003849669,965573102
1003849669,3670043257
1005062303,1005062465
1005062355,1005062465
1005062414,2918405278
1005062414,478864049
1005062414,2297166928
1005062465,1005062355
1005062465,1005062303
1005062465,1005062513
1005062513,478864054
1005062513,1836133955
1005062513,1005062465
1013022870,3472682992
1013022870,410906813
1013022870,410673831
1013022897,1013022979
1013022979,1013022897
1013022979,1013023074
1013022979,3523214435
1013023060,731804850
1013023060,2075952420
1013023060,731804598
1013023074,1205363697
1013023074,410621336
1013023074,1013022979
1015938752,1015938847
1015938752,410250993
1015938847,1015938752
1015938847,410339051
1024756491,1024757101
1024756491,3806547466
1024756491,1024756739
1024756739,637035761
1024756739,1909520824
1024756739,1024756491
1024757101,1024756491
1024757101,637035761
1024757101,3806547466
1024757672,3840348645
1024757672,1024758168
1024757672,956793573
1024758168,440231244
1026002678,2705219699
1026002678,595574468
1026002678,2705219692
1026003169,595574516
1026003169,595574536
1026003169,595574514
1026003172,1026003324
1026003172,3758496075
1026003172,3758497379
1026003209,1026003271
1026003271,2705219692
1026003271,1026003209
1026003271,1026003530
1026003273,2705219699
1026003273,595574470
1026003273,595574470
1026003307,1026003530
1026003307,2047702279
1026003307,1399423928
1026003324,1026003172
1026003324,1630964228
1026003324,1470641307
1026003324,595574508
1026003349,1470641307
1026003349,3758496075
1026003349,731804662
1026003450,595574536
1026003530,1026003307
1026003530,595574507
1026003530,1026003271
1027793938,685042995
1027793938,456011464
1027793938,2131857219
1039116776,1039119051
1039117230,3530026538
1039117230,480793278
1039117230,3530026535
1039117500,484078485
1039118322,1039118470
1039118456,484078456
1039118470,1039118322
1039118470,480793371
1039118470,1246102497
1039119040,3029143739
1039119051,1039116776
1039119051,484078485
1039119051,2470705603
1039310332,1241520022
1039310332,1088801566
1039310630,1039311183
1039310630,1039311060
1039311060,771641932
1039311060,1039310630
1039311060,771642290
1039311160,1039314341
1039311160,1039312565
1039311160,637035760
1039311183,1039311888
1039311183,1039310630
1039311183,2867845340
1039311888,1039311183
1039312334,1039312829
1039312334,1039314341
1039312334,1039313763
1039312334,2134517322
1039312565,1039311160
1039312638,1039312829
1039312829,1039312334
1039312829,1909520829
1039312829,1039312638
1039313763,1039312334
1039314341,1039312334
1039314341,1039311160
1039314341,1039314931
1039314427,771643818
1039314427,771642050
1039314931,1039314341
1039315233,858060226
1039315233,1249784243
1039315233,2371512243
1042335259,453025644
1044930678,2426446448
1056702758,1056702967
1056702758,1056703243
1056702758,1259864554
1056702797,4560947094
1056702797,1056703526
1056702797,1056703243
1056702797,1056703663
1056702967,1056702758
1056703243,1056702758
1056703243,1056703526
1056703243,1056702797
1056703243,1119772494
1056703371,1056703663
1056703371,1056703526
1056703371,947872409
1056703526,1056702797
1056703526,1056703243
1056703526,410181732
1056703526,1056703371
1056703663,1056703371
1056703663,1119771759
1056703663,1056702797
1069066445,1069067522
1069066445,1069067947
1069066445,1069066778
1069066445,1069067120
1069066624,615443389
1069066624,1261052624
1069066624,1069067485
1069066624,1069067921
1069066683,1069067522
1069066683,1069067854
1069066683,1069066778
1069066683,615443365
1069066778,1069066445
1069066778,1069067485
1069066778,1069066683
1069066830,1069067854
1069066849,1069067120
1069066849,1069067947
1069066849,1261052595
1069067120,1069066849
1069067120,1250193076
1069067120,1069066445
1069067186,210391493
1069067186,3953179908
1069067243,1262271410
1069067243,1069068028
1069067243,1241638423
1069067243,1262271487
1069067485,615443378
1069067485,1069067947
1069067485,1069066624
1069067485,1069066778
1069067522,1069066445
1069067522,1069067969
1069067522,1069066683
1069067522,615443362
1069067525,1152663464
1069067525,1241638423
1069067605,410379181
1069067854,1261052624
1069067854,9103892650
1069067854,1069066683
1069067854,1069066830
1069067921,1069066624
1069067947,1069066445
1069067947,615443369
1069067947,1069067485
1069067947,1069066849
1069067969,1069067522
1069068028,1069067243
1069068028,474952419
1069068028,1241638681
1069068028,4373186093
1072939373,1118618901
1072939373,1254151722
1072939373,1254151774
1072939375,1118618901
1081918362,1081918959
1081918362,2509040514
1081918362,2196950799
1081918413,608985073
1081918413,1966302595
1081918413,1676743666
1081918413,3318156623
1081918564,696427721
1081918564,696427717
1081918564,2509040514
1081918564,1363488349
1081918872,1015938752
1081918959,1081918362
1081919091,1081918872
1081919091,410616884
1081919181,312978608
1081919181,1195688598
1081919181,2216247432
1081919426,589891138
1081919426,829675022
1081919426,1966302595
1081920274,1130761360
1081920274,410804348
1081921156,768378377
1083318645,242924165
1083318645,984958038
1083318645,9663614145
1083318864,7395439377
1083429850,1083430419
1083429860,1083429959
1083429860,1083429950
1083429860,1914375847
1083429860,1083430419
1083429950,1083429860
1083429959,1914375849
1083429959,1083429860
1083429959,2160573572
1083429962,1083429968
1083429968,1083429962
1083429968,1083430571
1083429968,1914375876
1083430081,768379042
1083430081,1083430571
1083430081,5874699586
1083430120,1083430419
1083430120,1914375847
1083430120,1914375876
1083430419,1083430120
1083430419,1083429860
1083430419,1083429850
1083430571,1083430579
1083430571,1083430081
1083430571,1083429968
1083430579,1083430571
1088799488,2867845340
1088799488,1088801337
1088799488,3116048068
1088799689,1088801754
1088799689,1088801269
1088799689,3096656316
1088799905,1088801683
1088800375,1088800572
1088800375,2362680755
1088800375,3096656323
1088800500,3096656323
1088800500,3096656321
1088800500,1088801367
1088800572,1088801269
1088800572,1088800375
1088800572,3096656321
1088801269,1088799689
1088801269,1088800572
1088801269,3096656321
1088801337,858060380
1088801337,1088799488
1088801337,1956070018
1088801367,1088801683
1088801367,3096656316
1088801367,1088800500
1088801566,3096656323
1088801566,1088801683
1088801566,1039310332
1088801683,1088801367
1088801683,1088799905
1088801683,1088801566
1088801754,1088799689
1088801754,7766262120
1088801754,3096656316
1093206905,796832519
1093206905,410256683
1093207378,797843597
1101914150,2807785251
1101914150,1419782409
1101914307,2195279043
1101914307,1101914150
1101914320,411029545
1101914320,411029546
1101914320,2195279043
1101914486,410246072
1101914486,410246348
1101914486,7369785549
1101914610,411029546
1101914610,2195279043
1102955043,771642485
1103200147,1103200495
1103200147,1103200995
1103200147,1103200633
1103200147,1103200956
1103200234,1103200956
1103200234,410235296
1103200234,1103200495
1103200495,1103200147
1103200495,1103200577
1103200495,1103200234
1103200539,1103200784
1103200577,1103200495
1103200633,1103200784
1103200633,1103200956
1103200633,1103200147
1103200740,2583165146
1103200784,1103200633
1103200784,410394029
1103200784,1103200539
1103200956,1103200234
1103200956,1103200633
1103200956,1103200147
1103200995,1103200147
1118365019,3225975469
1118365138,410359605
1118618901,1072939375
1118618901,6860747300
1118618901,1072939373
1118618933,2426446448
1118618933,623983451
1118618933,2888486056
1119771759,4560947094
1119771759,1784390063
1119771759,1056703663
1119772019,241862914
1119772494,1259864554
1119772494,1056703243
1130760944,3101359279
1130760944,3101359235
1130761360,1081920274
1130761850,2718741980
1141787020,986316103
1141787020,612933801
1141787020,1899620098
1152663464,2010073044
1152663464,410181340
1152663467,633125566
1152663467,478864073
1152663467,1152663542
1152663480,1152663542
1152663542,1797789761
1152663542,1152663480
1152663542,1152663467
1152663594,1259865428
1152663594,1259864987
1152663594,1797789761
1171649405,410902661
1171649405,410712391
1171649405,1171649538
1171649417,410902657
1171649417,2080790356
1171649417,2080790358
1171649422,410716809
1171649422,410716810
1171649422,1171649546
1171649428,410716812
1171649428,410902658
1171649428,1171649519
1171649428,1171649488
1171649433,410695022
1171649433,410695053
1171649433,1171649487
1171649434,410712432
1171649434,410902656
1171649434,1171649506
1171649440,410712393
1171649440,410716810
1171649440,1171649551
1171649451,410695056
1171649451,410712432
1171649451,1171649545
1171649473,410709381
1171649473,410709382
1171649473,1171649540
1171649487,1171649433
1171649488,1171649428
1171649496,410718652
1171649496,410666254
1171649496,2075906209
1171649506,410902655
1171649506,410712431
1171649506,1171649434
1171649519,410902661
1171649519,1171649428
1171649519,410666254
1171649538,410902658
1171649538,410712393
1171649538,1171649405
1171649540,410715157
1171649540,410663876
1171649540,1171649473
1171649545,410712641
1171649545,410712431
1171649545,1171649451
1171649546,410693934
1171649546,1171649422
1171649546,410712642
1171649551,1977420877
1171649551,410712642
1171649551,1171649440
1178570390,410806857
1178570390,1178570637
1178570390,1178570637
1178570637,4196439301
1178570637,1178570390
1178570637,1178570390
1178570741,1913648363
1178570741,888554922
1178570741,1952356975
1178869104,410816127
1178869208,247148007
1178869208,247148011
1178869208,9645100293
1178869208,1178870445
1178869232,623983354
1178869232,1254151722
1178869232,1254151790
1178870445,1178869208
1178870973,786663054
1178870973,786662934
1178870973,9645100293
1179138308,634181191
1179138308,2932326209
1179138308,242921337
1182570563,623914395
1182570591,796622383
1193852112,1193852174
1193852174,1193852112
1193852174,410668886
1193852174,410668880
1193852200,794162616
1193852200,794162989
1193852200,794162867
1195071483,1234349641
1195688598,1259868636
1195688598,1196573792
1195688598,1081919181
1195738957,1195800718
1195800718,1196573769
1195800718,1195738957
1195800718,768378940
1196573608,1196573769
1196573608,1196573792
1196573608,1196573635
1196573635,768378139
1196573635,768379197
1196573635,1196573608
1196573769,1195800718
1196573769,768378000
1196573769,1196573608
1196573792,1196573608
1196573792,1409358009
1196573792,1195688598
1196667686,1231064731
1196728042,410988329
1196728042,4215038318
1196728042,410993789
1201563173,453025596
1201563173,678253969
1201563173,1223933218
1201563173,453025662
1201742213,1241860544
1201742213,1780012239
1201742213,668468987
1202732157,472791477
1202747326,410410149
1202747326,410375895
1202747326,1241860516
1204013060,2131791365
1204013060,411688872
1205363697,410594071
1205363697,1013023074
1205363697,1241860583
1207647724,1241860583
1207647724,410618387
1207647724,1207647729
1207647729,1207647724
1208564756,411705453
1208564756,472791455
1208579498,411028535
1208579498,410375984
1208579498,410376130
1208579498,472791467
1210428365,607973191
1210428365,607973179
1210428365,353860828
1210428365,607973184
1212923165,242921666
1212923165,210307188
1212923165,1212923498
1212923271,1930075778
1212923271,410232537
1212923271,612933745
1212923334,5360544627
1212923334,1212923431
1212923334,1420112498
1212923431,410375895
1212923431,410375725
1212923431,1212923334
1212923498,1212923165
1212923531,1259864568
