u,v
452952390,452952394
452952390,410522374
452952394,410522376
452952394,452952390
452952394,452952390
452952394,452952390
452964774,410522376
452964774,452964777
452964774,452964777
452964774,452964777
452964777,410522380
452964777,452964774
452964777,452964774
452964777,452964774
453025581,453025585
453025581,453025582
453025581,1419761838
453025582,453025581
453025582,411705417
453025582,411704364
453025585,600674375
453025585,453025597
453025585,453025581
453025585,2507853636
453025586,2596324172
453025586,1255746864
453025586,453025616
453025587,453025610
453025587,2491860496
453025587,1255746864
453025588,453025590
453025588,453025609
453025588,453025589
453025588,1495262761
453025589,453025608
453025589,410229575
453025589,453025588
453025590,410229575
453025590,1495262758
453025590,2291021928
453025590,453025588
453025591,453025587
453025591,2596324172
453025595,453025597
453025595,1933336104
453025595,2291477963
453025596,1201563173
453025596,410359517
453025597,453025615
453025597,453025595
453025597,453025585
453025597,411705403
453025598,453025599
453025599,453025598
453025599,410359605
453025599,453025617
453025600,1453435727
453025600,411704364
453025600,453025601
453025601,453025600
453025601,600674375
453025601,410359511
453025601,2321488285
453025602,2321488285
453025602,411705400
453025602,453025614
453025602,453025603
453025603,453025702
453025603,453025602
453025603,453025604
453025604,410043788
453025604,453025603
453025605,453025606
453025605,1731868332
453025605,411705373
453025605,410410140
453025606,453025605
453025607,411705373
453025607,453025608
453025607,1877181979
453025608,453025589
453025608,453025607
453025608,453025609
453025609,411705373
453025609,1495262764
453025609,453025588
453025609,453025608
453025610,2491860520
453025610,612933758
453025610,1255746872
453025611,453025586
453025611,411705394
453025611,1255746872
453025614,453025602
453025614,453025617
453025614,453025701
453025615,453025616
453025615,453025597
453025615,411705400
453025616,453025615
453025616,453025659
453025616,453025586
453025616,1557990156
453025617,453025618
453025617,453025599
453025617,453025614
453025618,453025617
453025620,453025621
453025620,4450615511
453025620,410981970
453025621,1282389050
453025621,453025620
453025623,1640078182
453025623,410989095
453025623,410989093
453025626,453025633
453025626,410991715
453025626,410991714
453025633,410996660
453025633,453025626
453025633,410996658
453025637,411022579
453025637,411692390
453025637,411022578
453025641,612933767
453025641,1899588908
453025641,410231060
453025641,410231059
453025644,411025586
453025644,1042335259
453025644,453025646
453025644,411025587
453025646,411023674
453025646,453025644
453025646,453025647
453025646,411023370
453025647,411022578
453025647,453025646
453025647,411021959
453025647,411022577
453025650,411021959
453025650,410991713
453025650,4194784299
453025650,410996654
453025652,10810262605
453025652,949543259
453025652,2391380838
453025653,1430650625
453025653,9790241036
453025654,2127036208
453025654,411705417
453025657,411705428
453025657,472791477
453025657,472791485
453025657,612933750
453025659,453025616
453025659,2291477963
453025659,2596324170
453025660,2293393800
453025660,453025662
453025660,453025596
453025662,453025660
453025662,678253968
453025662,1201563173
453025662,242921666
453025667,2150065935
453025667,1419778275
453025667,1768341310
453025669,612933707
453025671,410801519
453025676,1387429572
453025676,456976655
453025676,410579547
453025677,453025678
453025677,486030298
453025677,1934631018
453025678,453025677
453025678,410804857
453025678,1441717236
453025679,410807482
453025679,1933273554
453025683,1983844768
453025683,453025684
453025684,1424934565
453025685,453025684
453025685,3120696355
453025685,453025686
453025686,453025685
453025686,669452279
453025688,453025689
453025688,773406288
453025688,1899588757
453025689,410367317
453025689,453025688
453025689,453025695
453025689,411691069
453025690,453025691
453025690,1899588753
453025690,411691493
453025690,411691954
453025691,612933765
453025691,453025690
453025691,410231061
453025691,410231060
453025693,1899588749
453025693,456011915
453025693,411691363
453025695,456011915
453025695,410363321
453025695,453025689
453025695,411691069
453025697,1760611009
453025697,453025698
453025697,775504998
453025698,410987125
453025698,453025697
453025698,4903150345
453025698,453025699
453025699,453025700
453025699,453025698
453025699,410230197
453025700,1741084532
453025700,410988327
453025700,453025699
453025700,2402109127
453025701,453025603
453025701,453025614
453025701,2689318778
453025702,453025611
453025702,411705394
453025702,1255746868
453026377,410260013
453026377,410260492
453026377,410260014
453026377,410260502
453091486,453091488
453091486,453091491
453091486,410521575
453091488,453091493
453091488,410521574
453091488,453091486
453091491,453091493
453091491,453091486
453091491,410515580
453091493,453091488
453091493,453091491
453091493,410516555
453092658,453092665
453092658,453092665
453092658,453092665
453092658,410521572
453092665,1792669506
453092665,453092658
453092665,453092658
453092665,453092658
456011459,456011464
456011459,1943774620
456011459,1651221834
456011463,456011765
456011463,456011467
456011463,1943774620
456011464,456011467
456011464,456011459
456011464,1027793938
456011467,456011464
456011467,456011463
456011467,2131791376
456011468,2131791376
456011468,494771578
456011477,2131791377
456011477,456011487
456011477,1492518216
456011481,2131791378
456011481,456011468
456011487,456011477
456011487,456011765
456011487,2131791378
456011488,2131791377
456011488,2037688838
456011490,1943774620
456011493,410339678
456011765,456011487
456011765,456011463
456011765,456011771
456011771,708474251
456011771,456011765
456011771,1492518210
456011914,1899588916
456011914,410367321
456011914,410367317
456011914,1899588923
456011915,453025693
456011915,410242452
456011915,411691085
456011915,453025695
456038244,410376397
456038244,2583165161
456038244,410376296
456902662,1488421162
456902662,1488421160
456902662,456902664
456902664,456902662
456903019,410379709
456903019,465353165
456903019,456903021
456903021,456903019
456903021,5211524953
456903021,410378508
456976512,1069067525
456976512,1241638681
456976649,696364058
456976649,702460531
456976649,696363971
456976649,642933105
456976655,644576182
456976655,453025676
456976655,1441717238
457412036,11202156708
457412047,731804802
457412047,731804672
457412047,3162917023
457412066,457412068
457412066,1666319878
457412067,457412068
457412067,457412066
457412068,789325128
457412070,411705417
457412070,2291383592
457420124,2131791370
457420124,942356626
457420124,1222767469
457422189,1768341310
457422189,1768341338
457422194,465353153
457422194,410235416
457422194,457422195
457422195,410376485
457422195,410376412
457422195,457422194
457422195,595691604
465215465,465215467
465215465,932497256
465215467,465215465
465215467,2460064845
465238019,410815146
465238019,465238022
465238019,465238020
465238020,465238019
465238020,440255597
465238020,440255602
465238022,473151386
465238022,465238019
465238022,1760635202
465238023,2444339975
465238023,1262271333
465238023,1660098149
465238027,1261052569
465238027,827194563
465238027,947873071
465238027,4685037039
465238030,4111885019
465238030,1409358009
465238030,6596119818
465353151,410376423
465353151,410376485
465353151,465353153
465353153,465353151
465353153,410376572
465353153,457422194
465353165,410382165
465353165,5211524953
465353165,2444396182
465353165,456903019
465491934,410376130
465491934,2055887300
465491934,410375831
465681548,2010102826
465681548,465681550
465681550,241585739
465702961,10568233462
465702961,178263729
465702961,178263731
465803798,478864068
465803798,478864054
465803845,1753807855
465803845,410410153
465803845,2010073053
466949894,1241860544
466949894,411688875
466949894,411688873
467925432,410235868
472330260,827194557
472330260,947873081
472330260,947872646
472330263,947873071
472330263,947872461
472330263,827194562
472330270,410520306
472330270,210410701
472330270,1528064499
472791381,1697423538
472791381,2371481228
472791383,472791471
472791383,1241638453
472791383,472791483
472791384,472791471
472791384,472791395
472791384,472791392
472791387,472791424
472791387,472791421
472791387,940073098
472791388,1741182864
472791388,472791421
472791388,411701188
472791389,472791449
472791389,472791393
472791389,1741182865
472791392,472791393
472791392,410043344
472791392,472791384
472791393,472791395
472791393,472791392
472791393,472791389
472791395,472791397
472791395,472791393
472791395,472791449
472791395,472791384
472791397,472791470
472791397,472791395
472791397,472791471
472791397,472791400
472791400,472791448
472791400,411028864
472791400,472791397
472791403,472791404
472791403,1487221293
472791403,472791447
472791403,472791483
472791404,472791403
472791404,472823063
472791404,472791440
472791404,472791437
472791407,410410137
472791407,472791410
472791408,9336897995
472791408,410410137
472791408,472791410
472791410,472791440
472791410,472791445
472791410,472791407
472791410,472791408
472791411,472791417
472791411,472791415
472791411,472791458
472791415,472791456
472791415,472791411
472791417,472791433
472791417,472791438
472791417,472791427
472791417,472791411
472791418,472791460
472791418,472791425
472791418,472791469
472791418,472791481
472791420,472791469
472791420,472791424
472791420,411701188
472791420,472791421
472791421,472791388
472791421,472791387
472791421,472791423
472791421,472791420
472791423,472791421
472791423,242922162
472791424,472791387
472791424,472791467
472791424,410375984
472791424,472791420
472791425,472791480
472791425,472791418
472791425,472791467
472791425,411028535
472791427,472791431
472791427,242922150
472791427,472791417
472791428,472791430
472791428,242922151
472791428,1390570481
472791430,472791479
472791430,472791428
472791430,5209693329
472791431,472791433
472791431,1390570489
472791431,472791480
472791431,472791427
472791433,472791417
472791433,472791435
472791433,472791431
472791433,472791481
472791435,472823063
472791435,472791433
472791435,472791438
472791435,472791459
472791437,472791483
472791437,2528849818
472791437,1453435722
472791437,472791404
472791438,472791435
472791438,5209693812
472791438,472791417
472791440,472791410
472791440,472791441
472791440,472791446
472791440,472791404
472791441,2528849818
472791441,9336897995
472791441,472791440
472791444,472791445
472791444,472791407
472791444,472791455
472791445,472791446
472791445,472791444
472791445,5209693812
472791445,472791410
472791446,472791445
472791446,472791440
472791446,472823063
472791447,472823063
472791447,472791459
472791447,615136900
472791447,472791403
472791448,472791400
472791448,472791470
472791448,615136900
472791449,472791470
472791449,472791389
472791449,411701188
472791449,472791395
472791452,703680379
472791452,612933750
472791452,1731437804
472791455,472791456
472791455,1208564756
472791455,472791444
472791455,472791474
472791456,472791444
472791456,472791458
472791456,472791455
472791458,5209693812
472791458,472791456
472791458,472791411
472791459,472791460
472791459,472791447
472791459,472791481
472791459,472791435
472791460,472791418
472791460,615136900
472791460,472791463
472791460,472791459
472791463,472791460
472791463,472791470
472791463,472791469
472791463,411701188
472791467,472791469
472791467,472791424
472791467,1208579498
472791467,472791425
472791469,472791467
472791469,472791463
472791469,472791420
472791469,472791418
472791470,472791449
472791470,472791448
472791470,472791397
472791470,472791463
472791471,472791384
472791471,472791383
472791471,472791397
472791473,2291411162
472791473,242920933
472791474,4032362773
472791474,411705453
472791474,472791455
472791477,1202732157
472791477,703205085
472791477,410410137
472791477,453025657
472791479,411028535
472791479,472791430
472791479,1390570496
472791479,714614910
472791480,472791425
472791480,472791431
472791480,472791481
472791480,1390570496
472791481,472791459
472791481,472791418
472791481,472791433
472791481,472791480
472791483,472791437
472791483,1419769244
472791483,472791383
472791483,472791403
472791485,812741627
472791485,453025657
472791485,2291411152
472791485,703680379
472823037,472823047
472823037,485549931
472823047,472823051
472823049,410043344
472823051,210295707
472823051,472823049
472823063,472791435
472823063,472791447
472823063,472791404
472823063,472791446
472887295,494771812
472887295,353837292
472887295,494771804
472887375,494771803
472887375,353837292
472887375,353856002
472887387,1254073500
472887387,353835690
472887387,1254073943
472928931,795322838
472928931,795322460
472928931,794163072
472928931,795322877
472928935,795322692
472928935,795322543
472928935,795322654
472928935,795322428
472928942,795322754
472928942,796622125
472928942,795322508
473151386,465238022
473151386,410814825
473371877,473371879
473371879,242921337
473371879,473371895
473371879,723907613
473371895,621219536
473371895,241592519
473371895,345658084
473373966,11377930310
473373966,473373967
473373966,353860807
473373967,2131874831
473373967,722213722
473492459,824113070
473492459,1249784356
473492459,473492469
473492469,1983959080
473492469,473492459
473492469,1983959058
473492477,2326862919
473492477,1249784118
473492477,1249784161
473492504,473492513
473492513,3059131792
473492513,771642712
473636036,1952340363
474385115,410173953
474385115,731804589
474385115,608985074
474622837,1259865758
474622837,947872215
474622837,878366715
474622839,941363619
474622839,3120297626
474622841,2924139627
474622841,941363501
474622841,618028981
474622843,947872996
474622843,947872364
474622843,1261052569
474622843,947872405
474622846,940072842
474622846,768430056
474622846,827194533
474622846,1259865353
474622848,1472985328
474622848,827194481
474622848,621219576
474622849,1261052630
474622849,618028957
474622849,878365440
474622849,1261052567
474622852,618029003
474622852,618029021
474622852,618028989
474622854,9103892635
474622854,1605994646
474622854,617971662
474622855,9103892632
474622855,474622854
474622865,1248534668
474622865,852835855
474622865,312978897
474622867,474622869
474622867,410981768
474622869,410410148
474622869,474622871
474622869,474622872
474622871,410981970
474622871,1419797098
474622871,474622869
474622871,410981768
474622872,474622874
474622872,410989092
474622872,474622869
474622872,410989093
474622874,474622872
474622874,612933761
474622874,410991717
474622874,410991715
474622876,612933761
474622876,411691822
474622876,411021935
474622876,411021928
474622881,2131791372
474622881,1239502730
474622885,242921667
474622885,6541555488
474622885,474622887
474622885,2131791372
474622887,474622888
474622887,1901737418
474622887,474622885
474622888,3044954290
474622888,474622887
474622888,474622890
474622890,474622888
474622890,1901737418
474622894,410500552
474622894,410235416
474622894,4253843059
474622894,3659200913
474622916,410234557
474623104,2807785251
474623104,1101914610
474623143,241592519
474623147,827194504
474623147,2289376961
474623147,2289376928
474623161,410178898
474623161,2389536736
474623161,2010073055
474623170,410580425
474623170,410580427
474623174,410806952
474623174,696364034
474623174,2503441554
474623175,410579415
474623175,679703492
474623175,474623176
474623176,1952356980
474952419,1069068028
474952563,2010076692
474952563,666705877
474952563,465803798
475057698,410818829
475057698,410818835
475967304,475967305
475967304,242921334
475967305,242921334
475967305,475967310
475967310,475967319
475967310,475967305
475967310,473371877
475967314,475967319
475967314,473371877
475967319,475967310
475967319,621219570
478864028,1836133955
478864049,706934268
478864049,1005062414
478864049,986432379
478864054,478864064
478864054,1005062513
478864064,478864054
478864064,2918405278
478864064,478864068
478864068,2010073057
478864068,988614689
478864073,1152663467
478864073,2010073049
479014963,607973188
479014963,622362240
479014963,781037421
479014963,1256742079
480792872,353834533
480792872,1588111871
480792872,480792901
480792874,480792981
480792874,480792876
480792874,480792972
480792876,480792998
480792876,1588111904
480792876,480792981
480792876,480792874
480792878,480793027
480792878,480792904
480792878,410230218
480792880,480792910
480792880,480792931
480792880,480792928
480792882,480792999
480792882,480792934
480792882,480792930
480792884,480792999
480792885,480792924
480792885,480792910
480792885,11332364116
480792887,480792896
480792887,5729110159
480792887,353860837
480792896,480792922
480792896,480792898
480792896,480792887
480792898,11332364115
480792898,480792896
480792898,480792924
480792901,480792907
480792901,480792964
480792901,480792872
480792901,480792902
480792902,480792904
480792902,480792908
480792902,480792901
480792902,1588111871
480792904,480792910
480792904,480792902
480792904,480792878
480792905,484078469
480792905,480792906
480792905,3045071215
480792906,480792907
480792906,480792905
480792906,480792915
480792906,480792964
480792907,480792917
480792907,480792901
480792907,480792906
480792907,480792908
480792908,480792910
480792908,480792919
480792908,480792902
480792908,480792907
480792910,480792880
480792910,480792904
480792910,480792885
480792910,480792908
480792912,480792922
480792915,480792917
480792915,480792959
480792915,480793010
480792915,480792906
480792917,480793011
480792917,480792907
480792917,480792915
480792917,480792919
480792919,480793012
480792919,480792908
480792919,480792928
480792919,480792917
480792920,480792922
480792920,480792926
480792920,1828212841
480792922,480792912
480792922,480792896
480792922,480792920
480792924,480792898
480792924,480792885
480792924,480792926
480792926,480792924
480792926,480792920
480792926,480792931
480792928,480792880
480792928,480792919
480792928,480793014
480792930,480792882
480792930,480792954
480792930,480793014
480792931,480792937
480792931,480792926
480792931,480792880
480792934,480792937
480792934,480792956
480792934,480792882
480792937,480792934
480792937,480792931
480792937,1828212841
480792943,353834494
480792943,353834540
480792943,480792946
480792946,480792985
480792946,480792947
480792946,480792943
480792947,480792946
480792950,480792965
480792950,480792985
480792950,480792990
480792950,480793008
480792952,480793011
480792952,480792965
480792952,480792995
480792952,480792954
480792954,480792930
480792954,480793012
480792954,480792952
480792954,480792998
480792956,480792934
480792959,480792915
480792959,3045071215
480792959,480793008
480792960,480792990
480792960,480792978
480792960,480792977
480792960,480792972
480792964,480792901
480792964,480792906
480792964,353834536
480792965,480792952
480792965,480792950
480792965,480793010
480792965,480792969
480792969,480792990
480792969,480792965
480792969,480792992
480792972,3029143739
480792972,480792978
480792972,480792874
480792972,480792960
480792977,480792960
480792978,480792981
480792978,480792960
480792978,480792992
480792978,480792972
480792981,480792874
480792981,480792995
480792981,480792978
480792981,480792876
480792985,480792950
480792985,480792946
480792985,480792990
480792990,480792960
480792990,480792950
480792990,480792969
480792990,480792985
480792992,480792978
480792992,480792995
480792992,480792969
480792995,480792981
480792995,480792952
480792995,480792998
480792995,480792992
480792998,480792999
480792998,480792876
480792998,480792995
480792998,480792954
480792999,480792884
480792999,480792882
480792999,480792998
480792999,1828212954
480793008,480792950
480793008,480792959
480793008,480793010
480793008,353834540
480793010,480792965
480793010,480792915
480793010,480793011
480793010,480793008
480793011,480792952
480793011,480792917
480793011,480793010
480793011,480793012
480793012,480792954
480793012,480792919
480793012,480793014
480793012,480793011
480793014,480792930
480793014,480792928
480793014,480793012
480793020,480793059
480793020,410230218
480793020,2935191332
480793023,480793030
480793023,2935191332
480793023,480793065
480793027,480792878
480793027,1258147758
480793027,480793036
480793028,480793033
480793028,1258147758
480793028,2935191332
480793029,1258147751
480793029,480793033
480793029,1470620824
480793029,480793053
480793030,10918469624
480793030,480793023
480793030,480793073
480793033,480793029
480793033,480793028
480793033,480793038
480793033,10918469624
480793036,5729110159
480793036,480793027
480793036,480793038
480793038,1258147732
480793038,1258147758
480793038,480793036
480793038,480793033
480793038,5729110159
480793046,2837534907
480793046,2837534904
480793046,1254074422
480793050,480793063
480793050,480793060
480793050,480793053
480793050,1254074440
480793053,10918469624
480793053,480793050
480793053,480793029
480793053,480793077
480793057,2837534904
480793057,1258147751
480793057,1254074440
480793057,1761882143
480793059,353860855
480793059,480793020
480793059,480793065
480793060,480793050
480793060,480793077
480793060,480793082
480793060,480793063
480793063,480793050
480793063,1254073669
480793063,480793060
480793065,480793023
480793065,480793059
480793065,480793087
480793071,1878821418
480793071,480793112
480793071,480793092
480793071,480793082
480793073,1653970465
480793073,480793077
480793073,480793030
480793073,480793110
480793076,480793087
480793076,480793080
480793076,480793110
480793077,480793079
480793077,480793060
480793077,480793053
480793077,480793073
480793079,480793077
480793079,480793110
480793079,480793116
480793079,480793080
480793080,480793112
480793080,480793085
480793080,480793076
480793080,480793079
480793082,480793116
480793082,480793071
480793082,480793060
480793085,2393497791
480793085,480793080
480793085,480793107
480793085,480793092
480793087,480793076
480793087,480793065
480793087,2393497791
480793088,2393497791
480793088,353860855
480793088,480793103
480793090,480793103
480793090,480793138
480793090,6014858468
480793092,353834526
480793092,480793071
480793092,480793085
480793093,480793151
480793093,480793136
480793093,480793094
480793093,480793104
480793094,480793149
480793094,480793134
480793094,480793093
480793094,480793095
480793095,480793132
480793095,480793148
480793095,480793097
480793095,480793094
480793097,480793131
480793097,2633519187
480793097,480793095
480793097,480793146
480793100,480793103
480793100,480793123
480793100,353860855
480793103,480793107
480793103,480793100
480793103,480793090
480793103,480793088
480793104,480793106
480793104,480793107
480793104,480793093
480793104,1941026804
480793106,480793164
480793106,480793104
480793106,353834526
480793106,480793184
480793107,480793109
480793107,480793104
480793107,480793103
480793107,480793085
480793109,480793107
480793109,480793117
480793109,480793136
480793109,480793138
480793110,480793076
480793110,480793079
480793110,480793073
480793112,480793071
480793112,480793080
480793112,480793116
480793116,480793082
480793116,480793079
480793116,480793112
480793117,480793109
480793117,480793118
480793117,480793134
480793117,480793137
480793118,480793117
480793118,480793126
480793118,480793132
480793118,480793120
480793120,1359005437
480793120,480793128
480793120,480793131
480793120,480793118
480793123,353861991
480793123,480793100
480793123,6014858468
480793126,6014858462
480793126,480793118
480793126,480793137
480793126,480793128
480793128,480793139
480793128,480793120
480793128,480793126
480793128,353861993
480793129,2633519187
480793129,353861993
480793129,480793131
480793131,480793132
480793131,480793120
480793131,480793097
480793131,480793129
480793132,480793118
480793132,480793095
480793132,480793134
480793132,480793131
480793134,480793094
480793134,480793117
480793134,480793136
480793134,480793132
480793136,480793093
480793136,480793109
480793136,480793134
480793137,480793117
480793137,480793143
480793137,480793138
480793137,480793126
480793138,480793109
480793138,480793137
480793138,480793090
480793139,480793128
480793139,480793140
480793139,480793142
480793140,484078462
480793140,353861993
480793140,480793139
480793142,353861991
480793142,480793139
480793142,6014858462
480793143,480793137
480793143,6014858468
480793143,6014858462
480793145,484078506
480793145,480793146
480793145,956663326
480793146,480793145
480793146,480793097
480793146,4350619564
480793146,4294587690
480793148,480793095
480793148,480793217
480793148,480793223
480793149,480793210
480793149,480793094
480793149,480793167
480793149,480793223
480793151,480793187
480793151,480793093
480793151,480793167
480793152,2034242889
480793152,2935215672
480793152,4294587690
480793157,480793264
480793157,480793181
480793157,701762180
480793159,480793287
480793159,480793271
480793159,480793234
480793159,480793275
480793161,480793322
480793161,4617728339
480793161,480793359
480793164,480793106
480793164,480793290
480793164,1878821412
480793164,480793292
480793167,480793207
480793167,480793151
480793167,480793149
480793176,480793258
480793176,480793178
480793176,2935215642
480793176,2935215672
480793178,480793217
480793178,480793261
480793178,480793176
480793178,480793179
480793179,480793181
480793179,480793215
480793179,480793229
480793179,480793178
480793181,480793157
480793181,480793210
480793181,480793179
480793184,480793272
480793184,480793187
480793184,480793106
480793184,701762180
480793187,480793184
480793187,480793151
480793187,480793207
480793207,701762180
480793207,480793167
480793207,480793210
480793207,480793187
480793210,480793181
480793210,480793149
480793210,480793215
480793210,480793207
480793215,480793210
480793215,480793217
480793215,480793223
480793215,480793179
480793217,480793148
480793217,480793178
480793217,480793215
480793223,480793149
480793223,480793148
480793223,480793215
480793229,480793264
480793229,480793179
480793229,480793232
480793229,480793261
480793232,480793234
480793232,480793271
480793232,480793269
480793232,480793229
480793234,480793232
480793234,480793237
480793234,480793276
480793234,480793159
480793237,480793234
480793237,480793239
480793237,480793287
480793237,480793284
480793239,480793237
480793239,480793330
480793239,480793327
480793239,480793242
480793242,1805791865
480793242,480793361
480793242,480793239
480793242,480793378
480793253,480793387
480793253,480793386
480793253,480793316
480793253,480793379
480793256,480793258
480793256,2935215642
480793256,480793266
480793258,480793176
480793258,480793268
480793258,480793261
480793258,480793256
480793261,480793178
480793261,480793269
480793261,480793258
480793261,480793229
480793264,480793271
480793264,480793157
480793264,480793229
480793266,480793268
480793266,480793278
480793266,480793256
480793268,480793258
480793268,480793277
480793268,480793269
480793268,480793266
480793269,480793261
480793269,480793276
480793269,480793232
480793269,480793268
480793271,480793159
480793271,480793264
480793271,480793272
480793271,480793232
480793272,480793275
480793272,480793184
480793272,480793271
480793275,480793290
480793275,480793272
480793275,480793159
480793276,480793269
480793276,480793284
480793276,480793277
480793276,480793234
480793277,480793268
480793277,480793283
480793277,480793278
480793277,480793276
480793278,480793277
480793278,480793266
480793278,1039117230
480793283,480793277
480793283,480793332
480793283,480793284
480793283,3530026538
480793284,480793276
480793284,480793237
480793284,480793283
480793284,480793330
480793287,480793327
480793287,480793159
480793287,480793295
480793287,480793237
480793290,480793322
480793290,480793275
480793290,480793164
480793290,480793295
480793292,480793164
480793292,353834526
480793292,480793341
480793295,480793290
480793295,480793287
480793295,1747266742
480793298,6151550639
480793298,480793359
480793298,4617728344
480793298,480793387
480793303,1878821412
480793303,480793543
480793303,480793341
480793316,480793253
480793316,480793379
480793316,480793381
480793322,480793161
480793322,480793290
480793322,480793324
480793324,480793322
480793324,480793359
480793324,480793327
480793327,480793361
480793327,480793287
480793327,480793239
480793327,480793324
480793330,480793332
480793330,480793239
480793330,480793284
480793332,480793283
480793332,480793330
480793332,480793334
480793334,480793332
480793334,3530026535
480793341,480793303
480793341,2592691677
480793341,480793292
480793341,480793545
480793353,480793608
480793353,4617728339
480793353,480793594
480793359,480793298
480793359,480793324
480793359,480793361
480793359,480793161
480793361,480793387
480793361,480793327
480793361,480793242
480793361,480793359
480793371,1039118470
480793371,1246102578
480793378,5078276269
480793378,480793242
480793378,480793379
480793379,480793253
480793379,480793378
480793379,480793316
480793381,480793548
480793381,480793316
480793381,480793383
480793383,480793537
480793383,480793381
480793385,480793548
480793385,480793587
480793385,480793386
480793386,480793253
480793386,6151551206
480793386,480793385
480793387,480793253
480793387,480793361
480793387,480793298
480793537,480793588
480793537,480793383
480793537,480793551
480793537,480793548
480793540,480793606
480793540,480793588
480793540,480793596
480793540,480793594
480793543,480793606
480793543,480793562
480793543,480793303
480793543,480793545
480793545,480793563
480793545,2592691610
480793545,480793543
480793545,480793341
480793548,480793385
480793548,480793381
480793548,480793537
480793551,480793592
480793551,353833634
480793551,480793537
480793562,480793604
480793562,480793543
480793562,480793563
480793562,480793566
480793563,480793545
480793563,480793562
480793563,1655544745
480793566,480793602
480793566,480793568
480793566,480793562
480793566,353833640
480793568,480793600
480793568,2195310939
480793568,480793566
480793581,480793597
480793581,1655544708
480793581,480793600
480793585,480793597
480793585,480793592
480793585,1261052654
480793585,353833634
480793587,480793385
480793587,4617728344
480793587,480793588
480793588,480793540
480793588,480793537
480793588,480793587
480793588,480793592
480793592,480793596
480793592,480793551
480793592,480793588
480793592,480793585
480793594,4617728344
480793594,480793540
480793594,480793353
480793596,480793604
480793596,480793592
480793596,480793597
480793596,480793540
480793597,480793581
480793597,480793596
480793597,480793602
480793597,480793585
480793600,480793568
480793600,480793602
480793600,480793581
480793602,480793566
480793602,480793597
480793602,480793600
480793602,480793604
480793604,480793562
480793604,480793596
480793604,480793606
480793604,480793602
480793606,480793543
480793606,480793540
480793606,480793608
480793606,480793604
480793608,480793353
480793608,3261169972
480793608,480793606
480793611,480793669
480793611,480793616
480793611,615443331
480793616,480793669
480793616,480793621
480793616,480793611
480793621,1338492541
480793621,1338492539
480793621,480793616
480793641,480793688
480793641,480793681
480793669,480793616
480793669,480793611
480793669,480793677
480793672,480793766
480793672,480793764
480793672,480793773
480793672,480793719
480793677,480793756
480793677,480793669
480793677,1655544756
480793677,2313794144
480793681,1338492541
480793681,480793683
480793681,480793688
480793681,480793641
480793683,480793685
480793683,480793681
480793683,480793751
480793683,480793695
480793685,480793683
480793685,480793705
480793685,480793699
480793688,480793641
480793688,480793681
480793688,480793695
480793695,480793699
480793695,480793683
480793695,480793688
480793699,480793695
480793699,480793685
480793699,2313794146
480793705,3473806802
480793705,480793740
480793705,480793685
480793708,480793719
480793708,480793744
480793708,480793710
480793708,3473806802
480793710,480793775
480793710,480793774
480793710,480793712
480793710,480793708
480793712,480793710
480793714,480793716
480793716,480793764
480793716,3473806802
480793716,480793719
480793716,480793714
480793719,480793672
480793719,480793708
480793719,480793775
480793719,480793716
480793721,480793775
480793731,480793764
480793731,410905672
480793731,480793773
480793740,480793744
480793740,480793705
480793740,480793751
480793744,480793774
480793744,480793740
480793744,480793708
480793744,480793756
480793748,480793774
480793751,480793683
480793751,480793740
480793751,1338492539
480793756,480793744
480793756,480793677
480793756,2334109808
480793756,480793758
480793758,480793756
480793761,480793764
480793764,480793672
480793764,480793716
480793764,480793761
480793764,480793731
480793766,480793672
480793766,480793776
480793766,480793775
480793766,480793768
480793768,480793766
480793771,480793776
480793773,480793672
480793773,480793776
480793773,480793731
480793774,480793744
480793774,480793710
480793774,480793748
480793775,480793766
480793775,480793710
480793775,480793721
480793775,480793719
480793776,480793766
480793776,480793773
480793776,480793771
480793776,480793784
480793784,3473807043
480793784,1254074397
480793784,480793776
480793791,1254074371
480793793,1254073954
480793799,480793802
480793799,1254073954
480793799,480793819
480793799,480793814
480793802,480793799
480793802,480793805
480793802,2592692045
480793802,480793814
480793805,480793802
480793805,480793827
480793805,480793819
480793805,480793822
480793814,1254074465
480793814,480793802
480793814,480793799
480793819,480793805
480793819,480793799
480793819,1254073857
480793822,480793805
480793824,480793827
480793827,480793805
480793827,2592691610
480793827,480793830
480793827,480793824
480793830,1254073857
480793830,2592691677
480793830,480793827
484078433,484078435
484078433,484078499
484078433,484078470
484078435,484078436
484078435,484078453
484078435,484078433
484078436,484078454
484078436,484078435
484078436,484078450
484078450,353861993
484078450,484078460
484078450,484078436
484078452,484078455
484078452,484078453
484078452,484078470
484078453,484078454
484078453,484078435
484078453,484078452
484078454,484078459
484078454,484078436
484078454,484078453
484078455,484078452
484078455,484078456
484078455,484078463
484078456,484078464
484078456,1039118456
484078456,484078457
484078456,484078455
484078457,484078466
484078457,484078459
484078457,484078456
484078459,484078457
484078459,484078454
484078459,484078460
484078460,484078467
484078460,484078450
484078460,484078459
484078460,484078462
484078462,480793140
484078462,353861991
484078462,484078460
484078463,484078469
484078463,484078455
484078463,353834533
484078464,1653959501
484078464,484078456
484078464,3224497140
484078464,484078466
484078466,484078457
484078466,11302945947
484078466,484078467
484078466,484078464
484078467,1653959500
484078467,484078460
484078467,353861991
484078467,484078466
